game_id,nickname,score,rating,bot_name,bot_score,bot_rating,first,game_end_reason,winner,game_duration_seconds
112,Camelngz,465,1851.0,STEEBot,322,2039.0,bot,STANDARD,1,201.594534873962
113,NoelL,440,1997.0,HastyBot,474,2219.0,bot,STANDARD,0,356.731677055359
114,BeautifulWaste,236,1801.0,STEEBot,635,2065.0,player,STANDARD,0,213.179044961929
115,Anita,282,1612.0,STEEBot,418,1853.0,bot,STANDARD,0,348.405784130096
116,BeanzCyclones,407,1919.0,STEEBot,508,2164.0,player,STANDARD,0,264.758661031723
117,ccm,393,1730.0,HastyBot,567,1972.0,player,STANDARD,0,470.422064065933
118,ChrisNtege,309,1977.0,HastyBot,500,2272.0,bot,TIME,0,1269.73475003242
120,kushy,275,1499.0,STEEBot,491,2029.0,bot,STANDARD,0,597.448767185211
122,deathstar,370,1607.0,STEEBot,363,1893.0,bot,STANDARD,1,293.89057803154
123,saint,357,1977.0,STEEBot,392,1856.0,bot,STANDARD,0,480.600894927979
124,pisces223,314,1646.0,STEEBot,400,1859.0,bot,STANDARD,0,519.152031183243
126,yss,318,1924.0,BetterBot,424,2025.0,player,STANDARD,0,567.316372871399
127,Trayz,380,1965.0,STEEBot,429,2064.0,player,STANDARD,0,953.556565999985
128,daddyfiyin,470,1993.0,HastyBot,451,2349.0,player,STANDARD,1,561.238840103149
129,psyadam,436,1735.0,BetterBot,422,1634.0,player,STANDARD,1,712.402939081192
132,BB-8,346,1500.0,HastyBot,514,1614.0,bot,STANDARD,0,357.883965015411
133,Anita,340,1614.0,STEEBot,463,1877.0,bot,STANDARD,0,557.85011100769
134,gerald0506,503,1999.0,STEEBot,450,2108.0,player,STANDARD,1,426.102119922638
136,NimuthuWitharana,421,2147.0,STEEBot,372,2180.0,player,STANDARD,1,274.280488014221
140,buksss,355,1461.0,BetterBot,396,2054.0,bot,STANDARD,0,1107.71459197998
141,BB-8,351,1500.0,HastyBot,331,1649.0,bot,STANDARD,1,230.688718795776
142,MankDemes,389,1500.0,BetterBot,407,1976.0,player,STANDARD,0,497.109213113785
143,stevy,306,1500.0,BetterBot,356,1619.0,bot,TIME,0,1260.99864196777
144,Banman1,375,1618.0,STEEBot,417,1838.0,bot,STANDARD,0,549.793184041977
146,Stanley,191,2063.0,HastyBot,405,2231.0,player,TIME,0,1812.33979392052
147,talulah,349,1576.0,STEEBot,478,1893.0,bot,STANDARD,0,130.61977314949
148,NishanyaGammanpila,457,1840.0,BetterBot,367,1977.0,player,STANDARD,1,484.117767095566
149,Stanley,523,2177.0,HastyBot,433,2188.0,player,STANDARD,1,1197.03662490845
150,Galion,313,1589.0,BetterBot,414,1798.0,bot,STANDARD,0,458.56970500946
153,bubbat,408,1816.0,HastyBot,455,2046.0,player,STANDARD,0,308.696784973145
154,lluke,344,2109.0,BetterBot,444,1970.0,player,STANDARD,0,1116.97019100189
156,Adhen,435,1755.0,STEEBot,403,2106.0,bot,STANDARD,1,542.065943002701
157,patricck,428,2178.0,BetterBot,395,2006.0,bot,STANDARD,1,295.45787191391
158,Leo,290,1710.0,STEEBot,414,1868.0,bot,RESIGNED,0,219.026809930801
159,Willeford,388,1843.0,STEEBot,444,1834.0,player,STANDARD,0,968.8283598423
160,BB-8,419,1500.0,HastyBot,415,1614.0,bot,STANDARD,1,196.797055006027
163,MomGoose,394,1641.0,BetterBot,323,1697.0,bot,STANDARD,1,671.706594944
164,roboto,267,1500.0,BetterBot,288,1751.0,bot,RESIGNED,0,921.698628902435
165,ooo999999,343,1388.0,STEEBot,418,1854.0,player,RESIGNED,0,555.437124013901
166,BB-8,396,1500.0,HastyBot,499,1649.0,player,STANDARD,0,290.680346012115
169,Olympicnaija,430,1904.0,STEEBot,448,2099.0,bot,STANDARD,0,616.561195135117
170,pandorable,332,1640.0,BetterBot,397,1848.0,bot,STANDARD,0,91.5185790061951
171,ruby43,471,1590.0,BetterBot,357,1704.0,player,STANDARD,1,480.750457048416
172,royster,414,1784.0,HastyBot,515,1999.0,bot,STANDARD,0,434.221081018448
174,Kovert,339,1764.0,BetterBot,452,1694.0,bot,STANDARD,0,638.575541973114
176,BB-8,268,1500.0,HastyBot,478,1649.0,player,STANDARD,0,274.35213303566
178,BethMix,376,1493.0,HastyBot,417,1961.0,player,STANDARD,0,439.305603027344
179,Modupe,353,1910.0,BetterBot,370,1978.0,bot,STANDARD,0,461.201603889465
180,BB-8,412,1500.0,HastyBot,376,1614.0,player,STANDARD,1,149.964907884598
181,Bingobabe,322,1424.0,BetterBot,425,1667.0,player,STANDARD,0,876.119425058365
182,kar2008,447,1842.0,BetterBot,429,1675.0,player,STANDARD,1,472.397094964981
183,BB-8,382,1500.0,HastyBot,288,1640.0,bot,STANDARD,1,265.335711956024
185,Rexington,375,2116.0,STEEBot,479,2080.0,player,STANDARD,0,557.322228908539
186,NatthanonL,470,2031.0,STEEBot,410,2137.0,bot,STANDARD,1,346.771445989609
187,Olympicnaija,424,1926.0,STEEBot,461,2179.0,player,STANDARD,0,1059.21404290199
189,Lola,434,1965.0,STEEBot,498,2148.0,player,STANDARD,0,1101.10271286964
190,royster,399,1734.0,HastyBot,444,2059.0,player,STANDARD,0,567.316488981247
192,FuriousTiles,377,1807.0,HastyBot,431,2047.0,player,STANDARD,0,700.804280996323
193,kar2008,422,1699.0,BetterBot,376,1685.0,player,STANDARD,1,353.415985107422
194,Goldenlamb,516,1935.0,STEEBot,457,2092.0,bot,STANDARD,1,297.130879878998
196,BeautifulWaste,233,1816.0,BetterBot,407,2087.0,player,STANDARD,0,235.032602071762
197,twjiayu,300,1554.0,HastyBot,583,2169.0,player,STANDARD,0,295.250663042068
199,BB-8,442,1500.0,HastyBot,366,1614.0,bot,STANDARD,1,224.024816989899
202,BB-8,414,1500.0,HastyBot,403,1664.0,bot,STANDARD,1,295.169766902924
203,inkylap,268,1310.0,BetterBot,416,1637.0,bot,STANDARD,0,1115.98821997643
204,Abdulmumin,339,2245.0,HastyBot,573,2259.0,bot,STANDARD,0,170.673882961273
205,Uzams,408,1834.0,STEEBot,483,2170.0,bot,TIME,0,1263.34309005737
209,vannandonly,452,2120.0,HastyBot,477,2220.0,bot,STANDARD,0,1130.8153321743
210,HivinD,369,2072.0,STEEBot,446,2102.0,player,STANDARD,0,383.269922971725
211,jasonkb,423,1708.0,HastyBot,413,2199.0,bot,STANDARD,1,119.355360984802
214,BB-8,428,1500.0,HastyBot,368,1614.0,player,STANDARD,1,225.840816020966
215,BethMix,290,1603.0,STEEBot,427,1834.0,bot,STANDARD,0,471.742994070053
216,Anita,430,1542.0,BetterBot,364,1730.0,bot,STANDARD,1,343.168884038925
217,BB-8,364,1500.0,HastyBot,397,1649.0,bot,STANDARD,0,326.813222885132
218,BB-8,341,1500.0,HastyBot,435,1640.0,player,STANDARD,0,237.027471065521
220,bubbat,508,1790.0,HastyBot,321,1982.0,player,STANDARD,1,315.064821004868
222,Trayz,410,1956.0,STEEBot,385,2077.0,player,STANDARD,1,977.765573978424
224,MagiKrap,468,1947.0,BetterBot,340,2084.0,player,STANDARD,1,360.875981092453
225,The_Master,323,1912.0,BetterBot,418,1988.0,bot,STANDARD,0,320.634879112244
226,forwords,445,2185.0,BetterBot,381,1977.0,player,STANDARD,1,412.260562896729
227,Kakapo,399,1941.0,STEEBot,364,1899.0,bot,STANDARD,1,751.186497926712
228,ahmadthegreat,388,1973.0,STEEBot,361,2191.0,player,STANDARD,1,511.810049057007
229,pandorable,356,1754.0,BetterBot,357,1847.0,bot,STANDARD,0,201.927227020264
233,pandorable,398,1585.0,BetterBot,332,1957.0,player,STANDARD,1,109.026098966599
234,Matt_86,353,1885.0,BetterBot,409,1956.0,player,STANDARD,0,335.247079849243
236,Mollygardner,251,1511.0,STEEBot,443,1882.0,player,TIME,0,1262.24377799034
237,BeautifulWaste,306,1781.0,BetterBot,398,1967.0,bot,STANDARD,0,342.999197006226
241,Wildgarlic,365,1716.0,STEEBot,436,1844.0,bot,RESIGNED,0,372.386369943619
242,BB-8,305,1500.0,HastyBot,435,1664.0,bot,STANDARD,0,190.868078947067
245,shreyas3,376,1725.0,HastyBot,529,2214.0,bot,TIME,0,661.915709018707
246,joeboy2,415,1670.0,STEEBot,291,1888.0,bot,TIME,0,1268.7038640976
247,BB-8,313,1500.0,HastyBot,385,1640.0,player,STANDARD,0,203.473695993423
248,BobVanech,383,1577.0,BetterBot,476,1652.0,bot,STANDARD,0,656.604969024658
249,bbharath,390,1872.0,STEEBot,469,2156.0,player,STANDARD,0,331.503977060318
250,gameatiruth,544,2143.0,HastyBot,426,2252.0,player,STANDARD,1,458.126697063446
252,meetsumeet,447,1929.0,STEEBot,449,2017.0,player,STANDARD,0,368.640689134598
253,Goldenlamb,292,2043.0,STEEBot,418,2147.0,bot,RESIGNED,0,458.602690935135
254,paterae,591,2074.0,BetterBot,254,1891.0,bot,STANDARD,1,1423.3844769001
257,MankDemes,434,1500.0,BetterBot,339,1902.0,player,STANDARD,1,547.163535833359
260,MasterYeri,459,1991.0,STEEBot,501,2158.0,player,STANDARD,0,875.817916870117
266,BB-8,331,1500.0,HastyBot,477,1614.0,player,STANDARD,0,192.12944316864
267,TheGidfather,330,1494.0,BetterBot,304,1681.0,player,STANDARD,1,396.182600021362
268,Goldenlamb,419,2033.0,STEEBot,381,2112.0,player,STANDARD,1,496.317171812057
271,BB-8,350,1500.0,HastyBot,354,1649.0,bot,STANDARD,0,229.287117004395
272,Loeloeraai,370,1725.0,BetterBot,342,2094.0,player,STANDARD,1,447.339460134506
274,kar2008,469,1823.0,BetterBot,459,1657.0,player,STANDARD,1,652.276338100433
275,Marble_Donut,370,1852.0,HastyBot,460,1998.0,player,STANDARD,0,1096.51854491234
277,Goldenlamb,357,2019.0,STEEBot,430,2098.0,bot,STANDARD,0,364.839420080185
279,BB-8,357,1500.0,HastyBot,283,1664.0,player,STANDARD,1,169.392009973526
280,Xerxes,336,1884.0,BetterBot,366,2070.0,bot,STANDARD,0,662.501422166824
282,Kovert,391,1771.0,BetterBot,507,1633.0,player,STANDARD,0,545.829792976379
283,PVMG,446,1922.0,BetterBot,481,1901.0,bot,STANDARD,0,164.103132009506
284,dathanl,352,1609.0,BetterBot,320,1651.0,bot,STANDARD,1,724.000045061111
287,rak1507,306,2026.0,STEEBot,461,2180.0,player,STANDARD,0,612.345081090927
289,jason141414,397,1957.0,HastyBot,444,2174.0,player,STANDARD,0,861.65602016449
290,frs,489,1732.0,BetterBot,333,1680.0,player,STANDARD,1,1023.46009302139
292,sbush,405,1829.0,STEEBot,418,1849.0,bot,STANDARD,0,605.764345169067
293,Raven10,425,1947.0,HastyBot,536,2180.0,bot,STANDARD,0,228.075556993484
294,NatthanonL,411,2010.0,STEEBot,392,2143.0,player,STANDARD,1,290.926623106003
297,akiff_faleel,397,2034.0,STEEBot,584,2124.0,player,STANDARD,0,468.915182828903
298,BB-8,365,1500.0,HastyBot,370,1649.0,player,STANDARD,0,255.894886016846
299,BillooBhai_Pak,407,2032.0,HastyBot,435,2210.0,player,STANDARD,0,241.646287918091
300,BB-8,360,1500.0,HastyBot,352,1664.0,bot,STANDARD,1,173.38220500946
301,arjun15,446,1812.0,BetterBot,398,2015.0,bot,STANDARD,1,969.366888046265
302,Lola,319,1900.0,STEEBot,533,2124.0,player,STANDARD,0,1451.06809306145
303,MSHS-21KADMUSLEE,359,1896.0,STEEBot,391,2082.0,bot,STANDARD,0,483.729205131531
304,saint,354,1982.0,STEEBot,387,1920.0,player,STANDARD,0,587.750156879425
306,Rexington,430,2088.0,STEEBot,393,2016.0,bot,TIME,0,1262.46371889114
308,Inandoutworker,509,1530.0,HastyBot,389,2206.0,player,STANDARD,1,53.9706749916077
311,davidavid,404,1832.0,BetterBot,373,2064.0,player,STANDARD,1,425.455002069473
313,Rexington,469,2037.0,STEEBot,385,2082.0,player,STANDARD,1,703.314131975174
314,djMikSlay,319,2009.0,BetterBot,398,1929.0,player,STANDARD,0,659.516691923141
315,akiff_faleel,369,2035.0,STEEBot,419,2135.0,bot,STANDARD,0,246.56581401825
316,BethMix,352,1608.0,STEEBot,498,1845.0,player,STANDARD,0,434.256314992905
317,Indominus,508,2182.0,HastyBot,405,2224.0,player,STANDARD,1,517.170711994171
318,BB-8,447,1500.0,HastyBot,371,1614.0,player,STANDARD,1,251.895853996277
319,shaneabbas,444,1921.0,STEEBot,513,2155.0,player,STANDARD,0,193.466412067413
321,mytbear,372,2084.0,HastyBot,567,2223.0,player,STANDARD,0,131.048032999039
325,MSHS-21KADMUSLEE,301,1808.0,STEEBot,529,2062.0,player,STANDARD,0,462.946598768234
326,RomeoRat,356,1637.0,STEEBot,465,1863.0,player,STANDARD,0,369.382562160492
328,NoelL,427,2066.0,HastyBot,494,2180.0,bot,STANDARD,0,647.331639051437
331,jocelot,456,1552.0,BetterBot,362,1726.0,bot,STANDARD,1,483.01748585701
332,halidom21,367,2154.0,BetterBot,348,1909.0,bot,STANDARD,1,573.720692873001
336,thraoph,322,2031.0,HastyBot,573,2255.0,bot,STANDARD,0,223.59727191925
337,Goldenwick,319,1386.0,BetterBot,408,1674.0,player,STANDARD,0,358.59267115593
339,BB-8,384,1500.0,HastyBot,441,1640.0,player,STANDARD,0,249.781631946564
340,BB-8,338,1500.0,HastyBot,424,1615.0,player,STANDARD,0,197.139562129974
341,cudbear,442,2056.0,STEEBot,421,2102.0,player,STANDARD,1,1092.60151481628
343,jaundiced,478,1764.0,STEEBot,384,1813.0,player,STANDARD,1,571.048610925674
344,BB-8,318,1500.0,HastyBot,381,1615.0,player,STANDARD,0,174.986411809921
345,Muendo,325,1397.0,HastyBot,426,2231.0,player,TIME,0,664.819571971893
348,Anita,291,1623.0,STEEBot,426,1875.0,player,RESIGNED,0,203.750563144684
349,rak1507,318,2025.0,HastyBot,459,2262.0,bot,TIME,0,662.021210193634
352,shcheah,368,2112.0,HastyBot,488,2265.0,bot,STANDARD,0,218.676534891129
353,davidavid,312,1836.0,BetterBot,413,1967.0,bot,STANDARD,0,539.470340967178
355,Sopejohn,287,1823.0,STEEBot,535,2175.0,bot,STANDARD,0,280.536695957184
356,Camelngz,382,1952.0,STEEBot,418,2131.0,player,STANDARD,0,233.726974010468
357,Kovert,330,1764.0,BetterBot,354,1648.0,player,STANDARD,0,791.07653594017
358,Gewgaw,325,1895.0,BetterBot,369,1959.0,bot,STANDARD,0,293.818125963211
359,joelimus,341,2019.0,HastyBot,407,2107.0,player,TIME,0,361.195891857147
360,akiff_faleel,347,2078.0,BetterBot,329,1958.0,player,STANDARD,1,392.83157992363
362,AWFUL,458,2208.0,STEEBot,355,2092.0,bot,STANDARD,1,233.332141876221
363,Kaumadee,332,1836.0,BetterBot,462,2025.0,player,STANDARD,0,812.741219997406
364,BB-8,311,1500.0,HastyBot,360,1649.0,player,CONSECUTIVE_ZEROES,0,206.108207941055
365,MarieDee,507,1975.0,BetterBot,314,1936.0,player,STANDARD,1,538.814894914627
367,busker221,348,2057.0,HastyBot,475,2243.0,bot,STANDARD,0,257.680919885635
368,Dianaros,213,1145.0,HastyBot,403,2254.0,player,STANDARD,0,519.213848114014
370,Yuki86,202,1262.0,BetterBot,470,2015.0,player,STANDARD,0,683.365209102631
372,NimuthuWitharana,377,2181.0,BetterBot,329,1931.0,bot,STANDARD,1,267.931962013245
373,Banman1,431,1658.0,STEEBot,343,1830.0,player,STANDARD,1,628.227750062943
377,NurdiniDelisha,313,1999.0,BetterBot,435,1964.0,player,STANDARD,0,142.203466176987
379,NdiranguKaranjq,260,1241.0,BetterBot,465,1975.0,player,STANDARD,0,453.569290876389
380,snorkl,393,1929.0,STEEBot,438,2088.0,bot,STANDARD,0,1002.97153496742
381,BeanzCyclones,410,1956.0,STEEBot,531,2094.0,player,STANDARD,0,274.67994093895
382,sungoer,465,1843.0,HastyBot,405,2043.0,player,STANDARD,1,796.285766839981
383,chrisdon8tsalot,370,1671.0,BetterBot,415,1768.0,player,TIME,0,360.976338863373
384,kar2008,379,1782.0,BetterBot,349,1754.0,bot,STANDARD,1,297.998525857925
385,Pasindu,298,2030.0,BetterBot,461,2009.0,bot,STANDARD,0,77.3589398860931
387,tarkovsky7,398,1877.0,HastyBot,471,2061.0,bot,STANDARD,0,251.489662885666
388,sarainvt,285,1589.0,STEEBot,406,1892.0,player,STANDARD,0,921.696315050125
390,kar2008,473,1798.0,BetterBot,476,1623.0,bot,STANDARD,0,943.93196105957
391,Rlowengrub,167,1253.0,HastyBot,512,2032.0,bot,RESIGNED,0,173.45765709877
392,Meith,431,2042.0,BetterBot,357,1969.0,player,STANDARD,1,189.799196004868
393,squashy,502,1815.0,BetterBot,350,1991.0,bot,STANDARD,1,123.478610992432
394,BeautifulWaste,337,1831.0,BetterBot,424,1985.0,bot,STANDARD,0,326.754654884338
395,shaunthesheep,428,1943.0,STEEBot,478,2123.0,player,STANDARD,0,446.159592151642
396,Banman1,315,1653.0,STEEBot,425,1836.0,bot,STANDARD,0,477.889161109924
397,magic29,383,2035.0,BetterBot,368,1884.0,bot,STANDARD,1,263.442981958389
399,Goldenlamb,450,2002.0,STEEBot,356,2178.0,player,STANDARD,1,332.820394992828
404,Q-Q,440,2037.0,BetterBot,390,1980.0,player,STANDARD,1,252.643433094025
405,Crookshanks,306,2059.0,STEEBot,546,2054.0,bot,STANDARD,0,271.579034090042
406,UcheVictor,222,1951.0,STEEBot,493,2144.0,bot,STANDARD,0,300.613451004028
407,ChrisOB,416,2041.0,HastyBot,421,2213.0,player,STANDARD,0,384.152451992035
408,tarkovsky7,479,1913.0,HastyBot,348,2011.0,bot,STANDARD,1,428.746825933456
409,akiff_faleel,350,2044.0,STEEBot,465,2163.0,bot,STANDARD,0,375.126966953278
411,sassaba,300,1446.0,BetterBot,402,1644.0,bot,STANDARD,0,699.135793924332
413,Crookshanks,390,1912.0,BetterBot,366,1929.0,bot,STANDARD,1,185.801101922989
414,inshal,420,1844.0,HastyBot,421,2268.0,bot,STANDARD,0,600.141008138657
415,Kii,376,1781.0,STEEBot,574,2160.0,bot,STANDARD,0,784.826730966568
417,Goldenlamb,460,2055.0,STEEBot,470,2140.0,bot,STANDARD,0,406.168874025345
421,Banman1,390,1710.0,STEEBot,411,1871.0,bot,STANDARD,0,588.302690982819
422,pandorable,280,1598.0,BetterBot,478,1841.0,player,STANDARD,0,185.872857093811
423,kfraley,424,1952.0,STEEBot,378,1844.0,player,STANDARD,1,1082.24285411835
424,TheGidfather,351,1553.0,BetterBot,402,1709.0,player,STANDARD,0,706.254413127899
426,Crookshanks,469,1992.0,BetterBot,268,1979.0,player,STANDARD,1,269.362703084946
427,BB-8,481,1500.0,HastyBot,318,1640.0,player,STANDARD,1,158.705430030823
430,SirFink,336,1420.0,STEEBot,372,1866.0,player,TIME,0,300.618988990784
431,Sopejohn,406,1833.0,STEEBot,451,2152.0,player,STANDARD,0,414.53432393074
432,spark1,350,1606.0,STEEBot,450,1865.0,player,STANDARD,0,1116.3453578949
433,DDarien,330,1881.0,STEEBot,515,2150.0,bot,STANDARD,0,666.582026958466
434,Gazzu,555,1719.0,STEEBot,302,1850.0,player,STANDARD,1,3359.41693806648
436,Rexington,390,2005.0,STEEBot,373,2123.0,player,STANDARD,1,1063.38125300407
437,ccm,464,1752.0,HastyBot,328,1956.0,bot,STANDARD,1,640.628054141998
438,Sopejohn,376,1823.0,STEEBot,449,2137.0,bot,STANDARD,0,254.518177986145
440,talulah,386,1579.0,STEEBot,372,1837.0,bot,STANDARD,1,320.434277057648
442,busker221,354,2065.0,HastyBot,540,2141.0,player,STANDARD,0,269.328308105469
444,ZeMing,445,1947.0,BetterBot,361,1980.0,bot,STANDARD,1,174.957850933075
445,MarieDee,399,2025.0,BetterBot,441,1976.0,bot,STANDARD,0,888.613945007324
447,ccm,307,1778.0,HastyBot,490,1977.0,bot,STANDARD,0,991.595873117447
448,patricck,417,2279.0,BetterBot,323,2010.0,player,STANDARD,1,366.250258207321
449,BethMix,355,1555.0,HastyBot,425,2039.0,player,STANDARD,0,505.137782096863
453,bubbat,420,1796.0,HastyBot,470,1931.0,player,STANDARD,0,566.105008125305
454,davidavid,392,1823.0,BetterBot,346,1943.0,player,STANDARD,1,528.137357950211
455,bbharath,287,1872.0,STEEBot,460,2116.0,bot,STANDARD,0,260.436733961105
457,BB-8,398,1500.0,HastyBot,391,1664.0,bot,STANDARD,1,212.405559062958
458,saint,349,1944.0,STEEBot,428,1843.0,player,STANDARD,0,425.994321107864
459,Matt_86,359,1957.0,HastyBot,430,2216.0,player,STANDARD,0,544.020022153854
460,Mollygardner,372,1521.0,STEEBot,509,1791.0,player,STANDARD,0,510.757225036621
461,BB-8,513,1500.0,HastyBot,304,1614.0,bot,STANDARD,1,212.018536806107
467,Ibrahim28,285,1464.0,BetterBot,477,1854.0,bot,STANDARD,0,212.183061122894
